id,price
6414100192,5.85406982007512
1954400510,4.657569886598754
1736800520,8.263644966428885
9212900260,3.855517344423895
1875500060,3.2116725478235626
8562750320,5.188280667108081
9547205180,7.34937995745415
2078500320,5.5613281499637335
5547700270,6.630897027187825
8035350320,6.539117598592362
8945200830,1.159403036144432
4178300310,6.9760998470622715
822039084,11.570886216340282
4217401195,7.772334138719218
9822700295,7.256462751012548
9478500640,3.3210822701982
2799800710,5.592795923870872
8079040320,4.994442373260006
5072410070,6.682656320730711
1049000060,3.4630186056319903
5416510140,4.878606373768942
3342103156,7.269996497651788
1332700270,4.074201587843941
6021501535,5.6029312818259
722079104,3.129436093814286
1952200240,9.534190033133697
546000875,4.413088195624378
1853000400,9.449419304583015
3134100116,4.698260165962709
2525310310,3.1390747146044484
8961960160,9.424178265048626
3362400431,4.35451043715217
7278700070,8.0697027110097
3524049083,5.981791361974607
3668000070,2.538317522339319
1243100136,9.324760187771442
2767602356,6.576642275267091
4027700812,6.220013280909197
809001525,7.781511640528182
3224079105,3.338257360526765
8075400570,5.469420433574795
3362900810,3.836690932913562
8960000030,2.7194799121470594
2617300160,3.930141382044623
2558660270,3.116618729539309
1836980160,7.038434091373364
3261020370,6.531836199703968
1687900520,6.1478356723807135
7234600798,3.2674330464965733
5437810320,5.117296168613429
11510310,7.621041887406663
8731951370,4.573474280708873
1432600560,1.5255425681060133
3663500060,5.208632165299701
1222069094,3.1089967527851234
7551300060,2.765214888892679
3211100860,1.433924364164384
3456000310,7.194414700257093
6300000550,5.7418160391230995
8677300550,6.63908310175738
4014400292,7.1549106256387525
257000138,2.8253008104784825
7454001200,4.68915542058367
7972000200,3.377140030064058
722059070,3.4002600942640955
8096000060,9.353998516770154
2025069065,11.646496013639709
5127001620,3.6648871712954962
9407100800,2.127475615688782
3325069129,7.671619722557614
8078560140,3.3209916887767967
7974200510,3.731375342267466
4235400186,3.0511851016095
4215100060,5.8645233819354186
1509500060,7.110545580692323
6073240060,6.994139500621868
9297300045,9.241918769337364
5468730030,2.357841191547322
1840000030,5.194973093286306
4330600350,5.190335037119808
7280300196,5.88226658448863
8651520400,5.135549885927479
7171200445,3.8496148857584918
7994700030,3.1904711684662654
7771300125,7.775813684613546
9521101455,5.264838629706424
2597650240,5.1558209548832
7520000520,3.2999002465967684
